annee,canton,Total,Constructions,Amélio-,Acquisition,Entretien Construction,Entretien Exploitation,Administration,Surveillance Policiere
2005,Appenzell Rh.-Int.,6222.0,53,2557,79,130,2004,749.0,648
2005,Argovie,187222.0,25352,85959,1815,22495,28633,4685.0,18283
2005,Berne,263133.0,670,59107,0,66386,81405,8229.0,47336
2005,Bâle-Campagne,109584.0,34507,23317,934,5621,25357,3992.0,15855
2005,Bâle-Ville,104750.0,11096,27309,71,8153,33803,5558.0,18760
2005,Espace Mittelland,516834.0,39034,130379,7155,80901,141956,24958.0,92451
2005,Fribourg,86512.0,30178,9529,1920,5243,18607,5479.0,15556
2005,Genève,61630.0,2739,6434,38,4554,31010,5586.0,11270
2005,Glaris,9796.0,2,2287,15,1075,2367,1098.0,2951
2005,Grisons,232208.0,42003,72638,1488,13751,81018,4150.0,17159
2005,Jura,23207.0,475,3665,218,3893,8943,1558.0,4455
2005,Lucerne,86796.0,0,25668,2478,12856,27160,3978.0,14655
2005,Neuchâtel,55266.0,-73,22528,167,1151,17988,6510.0,6995
2005,Nidwald,12646.0,448,2380,58,962,6016,609.0,2174
2005,Obwald,18148.0,0,10153,0,990,5089,338.0,1578
2005,Région lémanique,322127.0,4426,85127,4929,24669,132234,24390.0,46355
2005,Schaffhouse,16103.0,0,1935,20,1227,4229,1648.0,7046
2005,Schwytz,48347.0,1342,17907,0,5709,9855,2929.0,10605
2005,Soleure,88716.0,7784,35550,4850,4228,15013,3182.0,18109
2005,St. Gall,109361.0,21184,20092,2056,17298,24332,968.0,23430
2005,Suisse centrale,474519.0,72379,128727,6605,46011,143704,10951.0,66139
2005,Suisse du Nord-Ouest,401556.0,70955,136585,2820,36269,87793,14235.0,52898
2005,Tessin,135414.0,51171,33879,3572,4965,26331,7113.0,8382
2005,Thurgovie,65733.0,9137,13193,1903,9001,21391,462.0,10645
2005,Total,2342592.0,266491,637040,38279,283316,663206,100481.0,353783
2005,Uri,23594.0,12,6418,24,5436,7271,1465.0,2969
2005,Valais,177778.0,0,71644,4288,13487,56946,12450.0,18964
2005,Vaud,82719.0,1687,7049,603,6628,44278,6354.0,16121
2005,Zentralschweiz,233422.0,2362,74269,6988,29877,65420,12893.0,41614
2005,Zoug,43891.0,560,11743,4428,3924,10029,3574.0,9633
2005,Zurich,258720.0,26162,48074,6209,60623,65768,5941.0,45944
2006,Appenzell Rh.-Ext.,38334.0,111,20791,573,3409,6942,1863.0,4645
2006,Appenzell Rh.-Int.,7414.0,86,3502,149,204,1922,797.0,753
2006,Argovie,183574.0,23853,71221,403,35293,30576,5126.0,17103
2006,Berne,222887.0,16753,49228,0,39976,59116,8513.0,49301
2006,Bâle-Campagne,107476.0,39614,20457,380,5204,23576,3117.0,15128
2006,Bâle-Ville,128863.0,7326,53662,71,7895,36919,4374.0,18615
2006,Espace Mittelland,507154.0,67275,137177,5997,53971,124099,24726.0,93907
2006,Fribourg,89207.0,12734,26920,782,2015,25256,5513.0,15986
2006,Genève,66572.0,3238,8802,97,3914,32995,5823.0,11703
2006,Glaris,10999.0,0,3629,14,1318,2509,1093.0,2437
2006,Grisons,212318.0,21886,68130,1135,15724,83568,6090.0,15785
2006,Jura,22264.0,574,2895,50,3845,8228,2019.0,4653
2006,Lucerne,90476.0,286,28067,2937,15308,25247,4285.0,14346
2006,Neuchâtel,56643.0,253,24754,568,2604,16380,5834.0,6250
2006,Nidwald,11260.0,90,1620,35,1523,5160,718.0,2113
2006,Obwald,9710.0,2,5084,2,1502,1387,337.0,1395
2006,Région lémanique,329324.0,4655,97662,3230,19827,130327,26212.0,47410
2006,Schaffhouse,22351.0,17,7106,122,1325,5087,1349.0,7346
2006,Schwytz,41590.0,1750,11886,0,6898,7428,3053.0,10576
2006,Soleure,116153.0,36961,33380,4597,5531,15119,2847.0,17717
2006,St. Gall,96691.0,9159,24241,2121,17853,27872,985.0,14460
2006,Suisse centrale,453218.0,35190,140910,7261,49371,147692,12754.0,60042
2006,Suisse du Nord-Ouest,419913.0,70793,145340,854,48392,91071,12617.0,50846
2006,Tessin,146846.0,46905,36853,8431,5332,34209,6934.0,8182
2006,Thurgovie,65111.0,3931,13511,3147,9538,19792,577.0,14616
2006,Total,2371421.0,257463,691843,29721,250067,689732,101667.0,350923
2006,Uri,23124.0,542,7956,33,4314,6385,997.0,2897
2006,Valais,186605.0,0,77458,2643,13162,59219,14858.0,19264
2006,Vaud,76147.0,1417,11402,490,2751,38113,5531.0,16443
2006,Zentralschweiz,221132.0,3590,69748,3488,33537,56375,13179.0,41215
2006,Zoug,44972.0,920,15135,481,3992,10768,3789.0,9888
2006,Zurich,293833.0,29056,64154,460,39638,105959,5246.0,49321
2007,Appenzell Rh.-Ext.,34612.0,0,17900,460,3237,6638,1947.0,4430
2007,Appenzell Rh.-Int.,7115.0,597,2962,51,186,1845,734.0,739
2007,Argovie,182604.0,16553,80329,3659,27560,33362,4841.0,16300
2007,Berne,222062.0,19179,50389,0,33014,60638,9483.0,49359
2007,Bâle-Campagne,105064.0,32894,22158,596,5411,24542,2843.0,16620
2007,Bâle-Ville,115341.0,13029,27183,48,7760,36435,6389.0,24497
2007,Espace Mittelland,566284.0,73443,177367,20907,54191,122615,26568.0,91192
2007,Fribourg,117915.0,10386,54615,1701,6796,22996,5546.0,15874
2007,Genève,66961.0,2858,3915,136,9344,22964,9795.0,17949
2007,Glaris,11427.0,0,3888,163,1051,2439,1134.0,2752
2007,Grisons,189665.0,8117,51007,1820,17203,83303,10938.0,17277
2007,Jura,24767.0,16,5980,175,4567,7826,1670.0,4533
2007,Lucerne,110651.0,518,43710,5219,15242,26631,4743.0,14588
2007,Neuchâtel,56959.0,0,26725,251,2750,13970,7081.0,6182
2007,Nidwald,10792.0,36,1542,116,926,5552,601.0,2019
2007,Obwald,9835.0,4,5545,60,1011,1486,342.0,1387
2007,Région lémanique,341401.0,3803,104921,4849,25541,119134,28591.0,54561
2007,Schaffhouse,32157.0,10,17386,40,1279,4423,1483.0,7536
2007,Schwytz,42603.0,1542,12332,0,6567,8201,3751.0,10211
2007,Soleure,144581.0,43862,39658,18780,7064,17185,2788.0,15244
2007,St. Gall,89558.0,7303,19471,57,20408,25377,950.0,15992
2007,Suisse centrale,440497.0,23445,131039,2456,53228,151416,17911.0,61001
2007,Suisse du Nord-Ouest,403009.0,62476,129670,4303,40731,94339,14073.0,57417
2007,Tessin,145878.0,58085,36907,3694,3557,27607,7533.0,8495
2007,Thurgovie,75963.0,7418,18425,-135,9864,27391,725.0,12275
2007,Total,2374502.0,254693,682975,43480,283296,633292,114793.0,361971
2007,Uri,23125.0,570,7653,11,4267,6367,1384.0,2874
2007,Valais,199946.0,0,91827,3799,12747,58916,12899.0,19758
2007,Vaud,74494.0,945,9179,914,3450,37254,5897.0,16854
2007,Zentralschweiz,246584.0,16081,80405,6138,32299,56190,14666.0,40808
2007,Zoug,49578.0,13411,9623,732,4286,7953,3845.0,9729
2007,Zurich,230849.0,17363,22665,1132,73751,61991,5450.0,48497
2008,Appenzell Rh.-Ext.,39967.0,0,20130,1801,4467,6824,1956.0,4788
2008,Appenzell Rh.-Int.,8350.0,335,3516,232,284,2477,757.0,751
2008,Argovie,206100.0,37327,91506,588,25396,31157,4087.0,16039
2008,Berne,267976.0,21024,54585,0,35756,69461,9750.0,77400
2008,Bâle-Campagne,119497.0,41223,27787,1676,6186,21877,3454.0,17295
2008,Bâle-Ville,123517.0,11064,35985,1,7500,37558,6447.0,24962
2008,Espace Mittelland,631918.0,81432,177529,28519,58170,133710,26565.0,125993
2008,Fribourg,138870.0,12719,69795,559,6474,22492,5847.0,20984
2008,Genève,72204.0,4153,6288,3,11602,24876,9622.0,15660
2008,Glaris,11679.0,0,3925,32,1341,2410,1172.0,2798
2008,Grisons,219812.0,12872,64170,1110,19755,93274,13141.0,15490
2008,Jura,22392.0,666,3457,83,4024,7841,1662.0,4659
2008,Lucerne,107965.0,650,45051,5023,11084,24932,4414.0,16811
2008,Neuchâtel,48793.0,265,16190,198,2219,16995,6195.0,6731
2008,Nidwald,11230.0,33,1456,55,1707,5035,915.0,2029
2008,Obwald,8065.0,16,3894,28,957,1384,396.0,1391
2008,Région lémanique,362575.0,8919,92691,13038,32088,128661,33329.0,53850
2008,Schaffhouse,28999.0,5,13443,97,1515,4884,1437.0,7617
2008,Schwytz,51965.0,1087,19299,0,7352,9986,3829.0,10412
2008,Soleure,153887.0,46758,33502,27679,9697,16921,3111.0,16219
2008,St. Gall,95674.0,3262,23051,3243,22096,26526,1436.0,16059
2008,Suisse centrale,477043.0,19806,154298,6934,60359,156231,20417.0,58996
2008,Suisse du Nord-Ouest,449114.0,89614,155278,2265,39082,90592,13988.0,58296
2008,Tessin,166115.0,65486,44049,-1360,3475,35849,7967.0,10649
2008,Thurgovie,72562.0,3332,26063,419,10901,19836,518.0,11493
2008,Total,2605364.0,308457,762790,58094,292450,665296,122303.0,395976
2008,Uri,24036.0,388,8301,33,3976,7142,1227.0,2970
2008,Valais,204643.0,0,80824,12912,13582,61048,15145.0,21132
2008,Vaud,85728.0,4766,5579,123,6904,42737,8562.0,17058
2008,Zentralschweiz,270160.0,30301,90375,5926,28507,57554,14223.0,43276
2008,Zoug,66899.0,28127,12374,787,3431,9075,3442.0,9663
2008,Zurich,248439.0,12900,48571,2770,70767,62699,5814.0,44916
2009,Appenzell Rh.-Ext.,39067.0,206,17523,1047,5513,7215,2028.0,5535
2009,Appenzell Rh.-Int.,10183.0,341,5084,84,662,2450,809.0,753
2009,Argovie,202830.0,27559,89013,1774,27313,35221,5329.0,16621
2009,Berne,314367.0,23739,63097,0,61488,73446,9927.0,82670
2009,Bâle-Campagne,141767.0,60373,30274,1220,6505,22430,2852.0,18113
2009,Bâle-Ville,130179.0,6692,29916,22,10002,46988,8093.0,28467
2009,Espace Mittelland,616707.0,70253,147638,9140,87718,145594,27179.0,129185
2009,Fribourg,102132.0,7808,32470,1096,11877,25137,6023.0,17722
2009,Genève,90725.0,3424,1795,0,17708,43036,9594.0,15168
2009,Glaris,10502.0,0,1650,32,1935,2942,1185.0,2758
2009,Grisons,233669.0,19207,60949,1268,21716,101611,14023.0,14895
2009,Jura,24280.0,303,5743,106,2125,9545,1646.0,4812
2009,Lucerne,108485.0,809,43667,4660,9958,28555,3745.0,17092
2009,Neuchâtel,42297.0,0,7993,132,1978,20107,6556.0,5531
2009,Nidwald,10246.0,97,289,131,1670,3896,1610.0,2552
2009,Obwald,6340.0,8,1457,13,1057,2169,392.0,1245
2009,Région lémanique,397699.0,5332,110378,5420,37928,148127,35893.0,54621
2009,Schaffhouse,22112.0,23,5393,8,2417,4845,1438.0,7987
2009,Schwytz,60375.0,2663,22231,0,6934,12074,4246.0,12226
2009,Soleure,133631.0,38403,38335,7806,10250,17359,3027.0,18450
2009,St. Gall,94822.0,3403,24929,1359,22337,24867,1460.0,16468
2009,Suisse centrale,482448.0,29974,136614,5245,64619,161981,21431.0,62584
2009,Suisse du Nord-Ouest,474776.0,94624,149203,3016,43820,104639,16274.0,63201
2009,Tessin,178847.0,66956,47561,2930,6207,35503,8889.0,10802
2009,Thurgovie,72093.0,6794,21086,1447,10039,18051,488.0,14188
2009,Total,2689912.0,300148,732118,36460,340547,736836,133717.0,410085
2009,Uri,25711.0,704,6162,71,5912,7827,1942.0,3092
2009,Valais,214042.0,0,92941,4178,16474,62922,15902.0,21625
2009,Vaud,92932.0,1908,15642,1242,3746,42169,10397.0,17828
2009,Zentralschweiz,279913.0,26398,87988,8121,30323,64849,16206.0,46026
2009,Zoug,68756.0,22117,14182,3246,4792,10328,4271.0,9819
2009,Zurich,259522.0,6612,52736,2588,69931,76143,7846.0,43666
2010,Appenzell Rh.-Ext.,40171.0,0,18296,1004,4717,8227,1958.0,5969
2010,Appenzell Rh.-Int.,7978.0,411,3367,73,273,2213,798.0,844
2010,Argovie,204488.0,21717,95444,853,30207,34376,5943.0,15948
2010,Berne,302162.0,14851,43462,0,68260,77110,10153.0,88326
2010,Bâle-Campagne,144648.0,72344,16139,457,7415,27324,2195.0,18774
2010,Bâle-Ville,130472.0,4179,27759,5,8140,55652,14100.0,20637
2010,Espace Mittelland,614467.0,76856,128319,241,96526,150981,27665.0,133880
2010,Fribourg,105712.0,9183,38783,573,11454,23047,6079.0,16593
2010,Genève,98683.0,620,9349,5,23021,39841,10237.0,15610
2010,Glaris,14851.0,0,4374,0,3196,3324,1237.0,2720
2010,Grisons,250616.0,12895,65271,1338,26695,114809,14650.0,14958
2010,Jura,25743.0,53,5232,35,4024,9320,1715.0,5365
2010,Lucerne,120668.0,960,48522,4738,10964,29476,4141.0,21867
2010,Neuchâtel,43997.0,1134,9980,17,1234,18722,6732.0,6178
2010,Nidwald,11039.0,70,1467,17,2037,2912,1119.0,3416
2010,Obwald,5751.0,0,522,9,1450,2118,380.0,1271
2010,Région lémanique,431039.0,11589,128964,6529,41297,149041,38130.0,55489
2010,Schaffhouse,23042.0,406,5710,7,1905,5472,1517.0,8025
2010,Schwytz,72164.0,4475,29450,0,7410,11670,4448.0,14711
2010,Soleure,136853.0,51635,30862,-384,11554,22782,2986.0,17418
2010,St. Gall,102780.0,4540,26284,2460,26268,24565,1451.0,17212
2010,Suisse centrale,509093.0,21433,137756,10586,74485,178724,21902.0,64208
2010,Suisse du Nord-Ouest,479608.0,98240,139342,1315,45762,117352,22238.0,55359
2010,Tessin,165393.0,64192,40607,581,5950,32959,9117.0,11987
2010,Thurgovie,69655.0,3181,14454,5704,11431,20114,291.0,14480
2010,Total,2757901.0,299059,733159,27417,367704,766136,143454.0,420975
2010,Uri,25008.0,818,4217,106,6895,8000,1886.0,3086
2010,Valais,218801.0,0,99534,4388,13278,62728,16897.0,21976
2010,Vaud,113555.0,10969,20081,2136,4998,46472,10996.0,17903
2010,Zentralschweiz,298031.0,20963,103231,5626,33924,63130,17016.0,54139
2010,Zoug,63401.0,14640,19053,756,5168,8954,5042.0,9788
2010,Zurich,260272.0,5786,54940,2539,69759,73949,7386.0,45913
2011,Appenzell Rh.-Ext.,38721.0,14,18023,767,4995,7190,1909.0,5822
2011,Appenzell Rh.-Int.,9713.0,300,5588,88,297,1771,827.0,843
2011,Argovie,185376.0,6399,87332,1305,36880,30316,5817.0,17328
2011,Berne,308570.0,13374,39631,0,75386,78977,10141.0,91062
2011,Bâle-Campagne,159995.0,59164,42587,309,6469,29660,2658.0,19149
2011,Bâle-Ville,121857.0,4269,23191,23,8783,51282,14672.0,19637
2011,Espace Mittelland,625185.0,91411,104880,189,106856,156635,28864.0,136351
2011,Fribourg,103290.0,28726,16272,-33,11205,23475,6441.0,17204
2011,Genève,117753.0,24450,2490,151,16972,46546,12230.0,14914
2011,Glaris,15602.0,921,3153,0,3712,4163,840.0,2812
2011,Grisons,247126.0,6270,72021,1009,23787,115480,14396.0,14162
2011,Jura,34267.0,0,6879,37,5676,15100,1669.0,4906
2011,Lucerne,117810.0,290,43937,4475,9863,28565,5599.0,25080
2011,Neuchâtel,51072.0,1279,13892,0,3105,19656,7077.0,6063
2011,Nidwald,11625.0,92,1802,137,1663,2656,1669.0,3605
2011,Obwald,5944.0,0,613,11,1514,2031,386.0,1390
2011,Région lémanique,454651.0,50054,116046,2352,33479,156703,38316.0,57701
2011,Schaffhouse,36054.0,0,18653,2,1953,5095,1963.0,8388
2011,Schwytz,63492.0,3568,18877,0,9479,10262,4019.0,17286
2011,Soleure,127986.0,48032,28206,185,11484,19427,3536.0,17116
2011,St. Gall,109549.0,11076,30354,2423,23623,23057,1440.0,17576
2011,Suisse centrale,541484.0,24341,173059,10983,68858,178274,21887.0,64080
2011,Suisse du Nord-Ouest,467228.0,69832,153110,1637,52132,111258,23147.0,56114
2011,Tessin,166988.0,68130,41927,-686,5775,32829,9078.0,9935
2011,Thurgovie,84719.0,5760,25267,6694,10491,21518,512.0,14477
2011,Total,2817573.0,320953,735612,26348,386963,769005,146898.0,431796
2011,Uri,28363.0,362,4820,99,9693,7957,2415.0,3017
2011,Valais,192463.0,0,78455,1156,13437,61565,14779.0,23071
2011,Vaud,144435.0,25604,35101,1045,3070,48592,11307.0,19716
2011,Zentralschweiz,286693.0,11060,90555,8106,37434,59913,17915.0,61708
2011,Zoug,59459.0,6748,20506,3384,5222,8442,3827.0,11330
2011,Zurich,275346.0,6124,56034,3768,82429,73393,7692.0,45907
2012,Appenzell Rh.-Ext.,38002.0,30,16929,650,3009,10067,2078.0,5239
2012,Appenzell Rh.-Int.,8680.0,185,4099,14,394,2300,846.0,842
2012,Argovie,181995.0,7373,84021,2052,35088,31087,6508.0,15866
2012,Berne,297352.0,15937,45057,0,67958,71533,10181.0,86686
2012,Bâle-Campagne,182742.0,86220,35532,486,7614,30991,2589.0,19309
2012,Bâle-Ville,130143.0,4836,24727,0,8369,56904,15455.0,19852
2012,Espace Mittelland,587794.0,66325,118080,890,99346,142263,28242.0,132647
2012,Fribourg,105285.0,22323,25880,842,12349,20184,5772.0,17934
2012,Genève,108432.0,37955,1655,1370,6329,38829,6546.0,15748
2012,Glaris,15892.0,2132,2737,115,3029,4229,807.0,2843
2012,Grisons,263727.0,11918,63061,1596,26853,132521,13968.0,13810
2012,Jura,25926.0,0,3601,55,5798,9625,1898.0,4949
2012,Lucerne,100235.0,170,27136,1314,6747,34171,5128.0,25569
2012,Neuchâtel,46017.0,2003,10549,0,2617,17174,7712.0,5962
2012,Nidwald,11610.0,275,1143,49,2191,2656,1735.0,3560
2012,Obwald,6417.0,0,1027,9,1402,2267,394.0,1319
2012,Région lémanique,441240.0,78627,81316,4034,27792,157923,33777.0,57771
2012,Schaffhouse,28532.0,4819,6416,9,1760,4933,2016.0,8578
2012,Schwytz,81093.0,2357,36212,0,9143,15868,4322.0,13191
2012,Soleure,113214.0,26062,32993,-7,10624,23747,2679.0,17116
2012,St. Gall,112486.0,6746,31762,2673,26828,24761,1255.0,18461
2012,Suisse centrale,566702.0,41145,150560,16244,72834,200031,21474.0,64414
2012,Suisse du Nord-Ouest,494880.0,98429,144280,2538,51071,118982,24552.0,55027
2012,Tessin,161297.0,48728,47628,3746,5861,35231,9928.0,10175
2012,Thurgovie,99383.0,15315,25556,11187,10961,21220,504.0,14641
2012,Total,2834254.0,360447,690163,33251,369596,802882,149330.0,428581
2012,Uri,31355.0,151,6426,652,5746,12866,2558.0,2957
2012,Valais,196995.0,24896,40738,2635,18624,71387,15453.0,23262
2012,Vaud,135813.0,15776,38923,29,2839,47707,11778.0,18761
2012,Zentralschweiz,295587.0,21682,79362,2871,33852,78240,18849.0,60733
2012,Zoug,64877.0,18729,7418,847,8623,10412,4712.0,14137
2012,Zurich,286755.0,5511,68939,2928,78842,70212,12509.0,47814
2013,Appenzell Rh.-Ext.,34604.0,112,13917,336,2006,11031,1821.0,5381
2013,Appenzell Rh.-Int.,7887.0,45,3839,70,265,1984,840.0,844
2013,Argovie,182347.0,10363,69522,3622,32923,41526,8525.0,15865
2013,Berne,272681.0,13615,50878,0,53069,65309,9739.0,80071
2013,Bâle-Campagne,185109.0,83775,37483,310,8384,30486,2793.0,21877
2013,Bâle-Ville,132824.0,4581,29420,0,8473,61233,8309.0,20808
2013,Espace Mittelland,563148.0,90949,101045,672,77765,136818,27884.0,128014
2013,Fribourg,104505.0,43617,5885,1216,8668,20805,5867.0,18447
2013,Genève,132368.0,39220,18479,358,4793,47235,6388.0,15894
2013,Glaris,15604.0,1857,2739,22,2259,4768,749.0,3210
2013,Grisons,285380.0,14421,76767,2464,26887,134381,16340.0,14122
2013,Jura,28779.0,22,6092,92,5990,9665,2012.0,4906
2013,Lucerne,114061.0,350,33329,8724,10963,33204,5519.0,21973
2013,Neuchâtel,51807.0,12829,7786,0,1197,16875,7323.0,5796
2013,Nidwald,13529.0,53,1677,728,1542,4021,1664.0,3844
2013,Obwald,7621.0,410,1162,12,1638,2569,398.0,1432
2013,Région lémanique,457152.0,74972,96769,7093,26958,158790,33078.0,59491
2013,Schaffhouse,24150.0,3659,3662,115,1794,5061,1520.0,8338
2013,Schwytz,75888.0,4539,36091,6,7203,10478,4248.0,13323
2013,Soleure,105376.0,20866,30404,-636,8841,24164,2943.0,18794
2013,St. Gall,124627.0,22748,25731,2951,28902,25948,1367.0,16981
2013,Suisse centrale,586145.0,55696,155100,13192,74411,201308,23037.0,63404
2013,Suisse du Nord-Ouest,500280.0,98719,136425,3932,49780,133245,19627.0,58550
2013,Tessin,138814.0,29958,46237,-168,5082,37582,9796.0,10326
2013,Thurgovie,93893.0,12854,28445,7234,12298,18135,400.0,14528
2013,Total,2851000.0,391709,672721,43299,343547,823426,151206.0,425092
2013,Uri,24513.0,86,4411,212,5673,8909,2269.0,2955
2013,Valais,186896.0,25026,37389,6495,14249,64766,14864.0,24107
2013,Vaud,137888.0,10726,40901,240,7916,46789,11826.0,19490
2013,Zentralschweiz,299036.0,21265,81781,14119,34814,70735,19026.0,57299
2013,Zoug,63424.0,15827,5111,4437,7795,11554,4928.0,13772
2013,Zurich,306425.0,20150,55364,4460,74738,84948,18756.0,48008
2014,Appenzell Rh.-Ext.,32271.0,14,15455,649,2001,7054,1578.0,5520
2014,Appenzell Rh.-Int.,9155.0,1313,3904,0,123,2127,826.0,862
2014,Argovie,200745.0,11079,95426,4641,31131,34634,8625.0,15210
2014,Berne,285433.0,37517,56653,0,34508,63768,9627.0,83360
2014,Bâle-Campagne,125827.0,34159,27938,661,8118,31749,2371.0,20831
2014,Bâle-Ville,148329.0,5973,45775,6,8994,57915,8354.0,21312
2014,Espace Mittelland,543918.0,69275,121162,1677,61396,130548,26975.0,132882
2014,Fribourg,98994.0,17487,26515,1412,8480,20446,5998.0,18656
2014,Genève,89857.0,15932,13640,72,3320,34111,5553.0,17228
2014,Glaris,15192.0,391,4596,-47,2291,4183,865.0,2913
2014,Grisons,276545.0,13922,75700,2411,24843,128943,16478.0,14248
2014,Jura,25863.0,30,3594,95,6198,9243,1900.0,4802
2014,Lucerne,137871.0,512,64978,3441,12333,30324,5116.0,21167
2014,Neuchâtel,47864.0,7071,7110,15,2371,17110,6678.0,7509
2014,Nidwald,14280.0,24,3621,111,2387,2748,1400.0,3989
2014,Obwald,7748.0,29,1872,21,1488,2221,443.0,1674
2014,Région lémanique,400658.0,43911,98469,5490,22026,138355,30447.0,61960
2014,Schaffhouse,21405.0,4772,420,61,1654,4038,1845.0,8616
2014,Schwytz,93663.0,13944,42133,6,11270,9114,3874.0,13323
2014,Soleure,85765.0,7170,27290,156,9840,19981,2773.0,18555
2014,St. Gall,128344.0,32095,18620,6929,26063,24489,1366.0,18783
2014,Suisse centrale,566743.0,60052,145070,15334,69616,187413,23451.0,65808
2014,Suisse du Nord-Ouest,474901.0,51211,169139,5307,48243,124298,19350.0,57353
2014,Tessin,141610.0,33901,44301,1407,5157,36289,10175.0,10380
2014,Thurgovie,83830.0,7545,26375,5332,12641,16579,492.0,14866
2014,Total,2797788.0,309948,772440,36639,329907,767738,146642.0,434471
2014,Uri,28722.0,238,8842,703,5348,8157,2369.0,3064
2014,Valais,179944.0,25789,37893,4947,11568,60452,14700.0,24595
2014,Vaud,130857.0,2190,46936,470,7138,43792,10194.0,20137
2014,Zentralschweiz,347134.0,28622,129737,5422,40873,65704,18878.0,57896
2014,Zoug,64850.0,13876,8292,1140,8047,13140,5675.0,14679
2014,Zurich,322824.0,22975,64561,2003,82596,85131,17366.0,48192
2015,Appenzell Rh.-Ext.,37486.0,0,19493,574,2615,7334,1633.0,5838
2015,Appenzell Rh.-Int.,6007.0,485,1789,6,21,1978,876.0,853
2015,Argovie,234717.0,8119,123036,10194,35430,31821,8820.0,17298
2015,Berne,303208.0,36937,63120,0,39936,67393,9749.0,86074
2015,Bâle-Campagne,124665.0,18628,46854,1564,8990,25793,2362.0,20475
2015,Bâle-Ville,142469.0,6896,28618,0,10043,65929,8854.0,22129
2015,Espace Mittelland,551472.0,68887,118649,1130,62257,137707,25378.0,137463
2015,Fribourg,95394.0,25461,13427,800,8087,22475,5748.0,19396
2015,Genève,86045.0,12838,11822,4252,4208,31216,5853.0,15854
2015,Glaris,15643.0,91,5612,73,2143,3741,989.0,2995
2015,Grisons,280701.0,6871,95649,1560,27238,118282,16751.0,14350
2015,Jura,22870.0,7,2901,1,4374,8874,1820.0,4894
2015,Lucerne,125335.0,76,55109,2789,13142,29694,4887.0,19638
2015,Neuchâtel,43216.0,1951,7707,0,2232,18700,5223.0,7403
2015,Nidwald,17065.0,0,4967,77,1936,2632,1854.0,5599
2015,Obwald,9375.0,0,495,560,1568,4569,426.0,1757
2015,Région lémanique,413843.0,39014,112342,6473,26514,137313,30200.0,61987
2015,Schaffhouse,17234.0,332,1558,27,1164,3969,1813.0,8372
2015,Schwytz,84383.0,19193,30931,5,7024,11781,4465.0,10983
2015,Soleure,86783.0,4531,31494,329,7628,20266,2838.0,19697
2015,St. Gall,138626.0,36616,25601,4244,27552,25348,1084.0,18182
2015,Suisse centrale,565297.0,47290,172064,6043,70913,178826,24590.0,65572
2015,Suisse du Nord-Ouest,501851.0,33643,198508,11758,54462,123542,20036.0,59902
2015,Tessin,161444.0,29956,54816,1127,7152,48142,9974.0,10276
2015,Thurgovie,69599.0,2895,22362,-441,10181,18176,1444.0,14982
2015,Total,2844952.0,268687,837392,32411,346726,772988,147696.0,439051
2015,Uri,23888.0,120,4469,122,4871,8904,2317.0,3085
2015,Valais,168324.0,15329,37699,1458,12581,60513,15505.0,25239
2015,Vaud,159474.0,10847,62821,763,9724,45584,8842.0,20893
2015,Zentralschweiz,314060.0,27237,105557,3626,35143,68049,18926.0,55521
2015,Zoug,54015.0,7848,9586,74,6602,10470,4977.0,14459
2015,Zurich,336984.0,22661,75455,2254,90284,79408,18592.0,48330
