annee,canton,Total,Constructions,Améliorations,Acquisition,Entretien Construction,Entretien Exploitation,Administration,Surveillance Policiere,Depense_habitants
2008,Suisse centrale,207383.0,11766,62112,4113,18847,96458,9719.0,4368,285
2008,Suisse du Nord-Ouest,259641.0,19747,75617,2598,20182,113648,15295.0,12555,298
2008,Suisse orientale,455975.0,23224,138756,7154,48256,203997,25054.0,9534,421
2008,Tessin,113211.0,4845,23209,3053,7967,60104,5347.0,8685,359
2008,Thurgovie,77915.0,8603,26467,2040,5960,29918,4425.0,502,327
2008,Total,2789825.0,127566,775021,26770,204990,1346153,133066.0,176257,368
2008,Uri,5775.0,69,1975,56,646,2664,366.0,0,165
2008,Valais,176042.0,16869,44899,1896,13706,86306,7200.0,5166,596
2008,Vaud,327399.0,6518,85152,324,12913,177601,12895.0,31997,487
2008,Zoug,36616.0,4707,11164,468,3660,15318,1106.0,193,335
2008,Zurich,539663.0,16670,148415,3517,40700,243684,24022.0,62654,413
2009,Appenzell Rh.-Ext.,17077.0,832,3183,697,2105,9447,813.0,0,324
2009,Appenzell Rh.-Int.,5167.0,57,1949,41,654,2140,262.0,62,334
2009,Argovie,178254.0,16957,49983,1860,17426,72137,8235.0,11656,305
2009,Berne,346105.0,11765,93277,1717,23855,191767,18683.0,5041,360
2009,Bâle-Campagne,84942.0,1785,22563,512,3701,47797,7200.0,1384,316
2009,Bâle-Ville   2),8020.0,644,1242,51,1519,3962,603.0,0,369
2009,Espace Mittelland,604796.0,22960,167123,3555,39643,325852,31012.0,14651,353
2009,Fribourg,90353.0,2515,28883,628,5376,47447,4057.0,1447,343
2009,Genève,128601.0,3057,21809,153,6731,69591,4939.0,22322,293
2009,Glaris,12726.0,668,4477,40,1060,5913,568.0,0,333
2009,Grisons,157102.0,12730,50582,1417,15278,66716,5811.0,4569,828
2009,Jura,24038.0,1242,7899,45,916,11571,1430.0,935,347
2009,Lucerne,93113.0,1938,28264,51,5864,48932,4095.0,3968,550
2009,Neuchâtel,73919.0,2383,17954,29,3726,41494,3467.0,4866,435
2009,Nidwald,6846.0,346,423,23,649,4964,442.0,0,170
2009,Obwald,13175.0,102,4427,218,2347,5656,422.0,4,388
2009,Région lémanique,635419.0,22531,140029,1561,35473,345815,27446.0,62565,451
2009,Saint-Gall,184546.0,9936,38244,2528,24122,93203,12149.0,4363,394
2009,Schaffhouse,26831.0,1735,8197,226,1586,13266,1821.0,0,360
2009,Schwytz,50626.0,2768,14056,2968,6775,20595,3464.0,0,359
2009,Soleure,70381.0,5055,19110,1136,5770,33573,3375.0,2362,281
2009,Suisse centrale,213074.0,7524,66676,3627,19842,101141,10043.0,4221,403
2009,Suisse du Nord-Ouest,271216.0,19386,73788,2423,22646,123896,16038.0,13040,310
2009,Suisse orientale,481611.0,34019,131212,6244,51199,223180,26368.0,9388,447
2009,Tessin,130235.0,8638,28504,6565,7533,64466,5871.0,8658,416
2009,Thurgovie,78162.0,8061,24580,1295,6394,32495,4944.0,394,328
2009,Total,2927283.0,128276,790653,27425,228318,1435833,141302.0,175478,396
2009,Uri,6467.0,434,1674,31,759,3162,406.0,0,185
2009,Valais,168529.0,12754,38141,839,14165,89554,7722.0,5354,565
2009,Vaud,338289.0,6720,80079,569,14577,186670,14785.0,34889,504
2009,Zoug,42847.0,1936,17832,336,3448,17832,1214.0,249,393
2009,Zurich,590934.0,13216,183322,3452,51981,251483,24524.0,62955,452
2010,Appenzell Rh.-Ext.,18719.0,316,4223,139,1696,11508,837.0,0,356
2010,Appenzell Rh.-Int.,4806.0,0,1452,3,402,2601,268.0,79,311
2010,Argovie,181365.0,13291,63375,-405,16515,68957,8850.0,10782,315
2010,Berne,348051.0,7935,100177,1992,24136,191160,18906.0,3745,362
2010,Bâle-Campagne,88476.0,5529,16766,1814,6086,49597,7297.0,1387,329
2010,Bâle-Ville   2),10170.0,67,3197,0,953,4981,972.0,0,469
2010,Espace Mittelland,611023.0,21819,170592,3092,40961,329197,31809.0,13550,358
2010,Fribourg,86564.0,2678,22522,177,6681,48459,4607.0,1440,330
2010,Genève,152161.0,4902,38630,57,6176,75973,4958.0,21465,347
2010,Glaris,13488.0,270,4851,80,1059,6613,615.0,0,356
2010,Grisons,139934.0,2674,54010,499,11382,60563,5277.0,5529,746
2010,Jura,29389.0,2082,10020,86,1662,13096,1404.0,1039,457
2010,Lucerne,80840.0,1074,22453,727,6926,45343,4259.0,59,658
2010,Neuchâtel,71201.0,3641,16175,29,3647,39608,3406.0,4693,420
2010,Nidwald,8289.0,757,1482,4,810,4729,506.0,0,206
2010,Obwald,12043.0,146,3152,73,2674,5565,429.0,4,354
2010,Région lémanique,660096.0,25245,166547,1400,37792,337440,26966.0,64706,470
2010,Saint-Gall,195995.0,4489,51878,2027,22371,98992,11708.0,4531,421
2010,Schaffhouse,26024.0,496,7797,31,1091,14545,2064.0,0,349
2010,Schwytz,51575.0,1911,17959,413,5807,22062,3425.0,0,366
2010,Soleure,75818.0,5483,21698,808,4835,36874,3486.0,2633,303
2010,Suisse centrale,204953.0,6917,64060,1423,20714,101225,10360.0,256,425
2010,Suisse du Nord-Ouest,280011.0,18887,83338,1409,23554,123535,17119.0,12169,323
2010,Suisse orientale,481125.0,12222,157000,3291,44289,227905,25855.0,10564,449
2010,Tessin,130944.0,4989,39821,1415,8586,62772,5745.0,7616,417
2010,Thurgovie,82159.0,3977,32789,512,6288,33083,5086.0,425,345
2010,Total,2979833.0,105832,872046,15641,230920,1437686,144207.0,173499,407
2010,Uri,9018.0,77,2200,150,769,5399,423.0,0,258
2010,Valais,180434.0,13410,55531,1111,13088,84219,7675.0,5400,611
2010,Vaud,327501.0,6933,72386,232,18528,177248,14333.0,37841,488
2010,Zoug,43188.0,2952,16814,56,3728,18127,1318.0,193,396
2010,Zurich,611680.0,15752,190689,3611,55024,255612,26354.0,64638,468
2011,Appenzell Rh.-Ext.,20504.0,444,5188,31,1531,12546,765.0,0,385
2011,Appenzell Rh.-Int.,5241.0,0,2008,5,513,2368,290.0,58,333
2011,Argovie,168342.0,11237,52634,1907,15320,66430,8556.0,12258,272
2011,Berne,322375.0,8319,81435,1824,25703,183253,18329.0,3513,328
2011,Bâle-Campagne,87842.0,2265,18389,602,6668,51371,7447.0,1100,319
2011,Bâle-Ville  2),10524.0,361,3459,0,881,5113,708.0,2,484
2011,Espace Mittelland,586699.0,16404,155957,3195,41612,323619,31312.0,14601,332
2011,Fribourg,84881.0,2796,23662,359,6290,46088,4263.0,1423,299
2011,Genève,149797.0,6297,36776,101,6508,73584,4902.0,21628,325
2011,Glaris,9047.0,384,1365,65,607,6038,588.0,0,231
2011,Grisons,141454.0,3646,57601,858,10335,59407,5034.0,4573,731
2011,Jura,29635.0,947,9107,-2,1518,14665,1735.0,1666,420
2011,Lucerne,76295.0,1454,20659,772,4707,44847,3771.0,85,415
2011,Neuchâtel,80111.0,1883,21308,0,3344,44576,3592.0,5408,463
2011,Nidwald,7708.0,466,1868,1,592,4335,446.0,0,187
2011,Obwald,12625.0,94,3638,210,2286,5928,464.0,4,352
2011,Région lémanique,684991.0,41131,174269,2012,38862,337410,28159.0,63147,463
2011,Saint-Gall,196704.0,5263,58478,2783,22366,89756,11949.0,6109,407
2011,Schaffhouse,22589.0,683,7072,44,1090,11955,1745.0,0,293
2011,Schwytz,56373.0,6760,18946,1143,5695,20405,3424.0,0,381
2011,Soleure,69697.0,2459,20445,1014,4757,35037,3393.0,2591,271
2011,Suisse centrale,202126.0,11120,63010,3084,18469,96254,9837.0,351,361
2011,Suisse du Nord-Ouest,266708.0,13863,74482,2509,22869,122914,16711.0,13360,291
2011,Suisse orientale,478398.0,15448,164836,4479,43212,214206,25101.0,11118,429
2011,Tessin,131884.0,6063,37678,2516,8105,63868,5437.0,8216,399
2011,Thurgovie,82859.0,5028,33124,693,6770,32136,4730.0,378,329
2011,Total,2970683.0,120092,852621,21798,247709,1406482,142257.0,179726,385
2011,Uri,7055.0,731,1892,24,815,3186,406.0,0,199
2011,Valais,184975.0,21914,51165,1319,12748,84064,7616.0,6149,605
2011,Vaud,350219.0,12920,86328,592,19606,179762,15641.0,35370,491
2011,Zoug,42070.0,1615,16007,934,4374,17553,1326.0,262,365
2011,Zurich,619878.0,16064,182388,4004,74579,248211,25699.0,68933,445
2012,Appenzell Rh.-Ext.,22310.0,215,4600,43,1543,15050,859.0,0,417
2012,Appenzell Rh.-Int.,3907.0,0,590,0,616,2390,254.0,57,249
2012,Argovie,190247.0,16405,55372,3402,14186,66346,8750.0,25786,303
2012,Berne,337423.0,8899,90128,1191,22078,192395,19319.0,3413,340
2012,Bâle-Campagne,85804.0,3815,17744,694,6064,48734,7443.0,1310,310
2012,Bâle-Ville  2),10606.0,195,3756,0,1063,4477,1113.0,2,485
2012,Espace Mittelland,605989.0,19279,161487,4050,38423,336341,32228.0,14181,337
2012,Fribourg,88702.0,2996,22113,284,6557,50583,4772.0,1397,304
2012,Genève,154927.0,8695,35141,24,8543,76057,4702.0,21765,335
2012,Glaris,12050.0,532,1493,6,873,8274,872.0,0,306
2012,Grisons,156348.0,3711,60419,282,11590,69856,6009.0,4481,806
2012,Jura,28320.0,2000,10807,57,1430,11886,1066.0,1074,353
2012,Lucerne,78084.0,847,23679,196,3969,45591,3748.0,55,453
2012,Neuchâtel,76717.0,2490,15548,276,3609,45727,3631.0,5436,440
2012,Nidwald,7694.0,457,1569,20,854,4338,456.0,0,185
2012,Obwald,12080.0,24,2835,122,2247,6329,517.0,4,334
2012,Région lémanique,689117.0,39340,157499,1898,43935,358073,28682.0,59690,456
2012,Saint-Gall,219078.0,5493,59231,696,24736,108392,13234.0,7296,452
2012,Schaffhouse,26992.0,792,9218,81,1098,14367,1436.0,0,346
2012,Schwytz,52130.0,2830,14763,1402,6296,23265,3574.0,0,348
2012,Soleure,74827.0,2894,22891,2242,4749,35750,3440.0,2861,287
2012,Suisse centrale,202077.0,5931,62199,2716,18761,102006,10170.0,294,366
2012,Suisse du Nord-Ouest,286657.0,20415,76872,4096,21313,119557,17306.0,27098,310
2012,Suisse orientale,521499.0,14411,166735,1879,47509,251503,27258.0,12204,465
2012,Tessin,150382.0,12081,34191,4632,8676,75718,6479.0,8605,449
2012,Thurgovie,80814.0,3668,31184,771,7053,33174,4594.0,370,315
2012,Total,3059882.0,125878,821998,21599,261467,1487889,149264.0,191792,391
2012,Uri,8497.0,104,3347,399,717,3477,455.0,0,238
2012,Valais,211905.0,18885,62123,1714,14844,99261,8885.0,6193,682
2012,Vaud,322285.0,11760,60235,160,20548,182755,15095.0,31732,438
2012,Zoug,43592.0,1669,16006,577,4678,19006,1420.0,235,374
2012,Zurich,604162.0,14420,163016,2324,82851,244691,27140.0,69720,429
2013,Appenzell Rh.-Ext.,22564.0,870,4633,9,1465,14297,1290.0,0,422
2013,Appenzell Rh.-Int.,6403.0,287,1850,91,1067,2734,316.0,58,407
2013,Argovie,188558.0,12833,68542,-163,15329,70303,9283.0,12431,300
2013,Berne,346582.0,12407,97393,1147,24716,188152,19156.0,3609,348
2013,Bâle-Campagne,87112.0,3834,18158,762,6207,48981,7601.0,1569,315
2013,Bâle-Ville  2),7810.0,115,1359,0,1053,4089,1192.0,2,357
2013,Espace Mittelland,619914.0,22593,169242,3129,41436,336407,32306.0,14800,346
2013,Fribourg,92188.0,4353,21169,249,7031,52977,4940.0,1470,317
2013,Genève,147485.0,7430,27311,10,11100,73672,5158.0,22804,318
2013,Glaris,11453.0,684,1137,0,887,7909,837.0,0,291
2013,Grisons,147950.0,3613,54218,112,10451,69083,5909.0,4564,767
2013,Jura,27877.0,1184,12396,150,1236,10791,1020.0,1098,396
2013,Lucerne,81848.0,1166,27728,813,3672,44620,3794.0,55,440
2013,Neuchâtel,77000.0,1944,14200,612,3431,47381,3690.0,5743,444
2013,Nidwald,7004.0,510,1305,11,578,4147,452.0,0,168
2013,Obwald,13914.0,288,3962,84,2439,6653,482.0,7,385
2013,Région lémanique,700327.0,60778,147225,4146,45058,356208,29392.0,57520,464
2013,Saint-Gall,180002.0,3160,44752,622,16413,97583,11568.0,5903,394
2013,Schaffhouse,30648.0,488,10897,36,1224,16501,1501.0,0,394
2013,Schwytz,64243.0,5056,17586,3868,7038,26803,3893.0,0,429
2013,Soleure,76267.0,2705,24084,971,5022,37106,3500.0,2880,294
2013,Suisse centrale,215469.0,8102,65593,5097,19116,106552,10614.0,396,381
2013,Suisse du Nord-Ouest,283480.0,16782,88059,599,22589,123373,18076.0,14002,306
2013,Suisse orientale,477517.0,13313,147166,1807,38496,239901,25940.0,10893,437
2013,Tessin,157831.0,10546,43970,8072,7809,71975,6160.0,9299,479
2013,Thurgovie,78497.0,4211,29679,937,6989,31794,4519.0,368,306
2013,Total,3101372.0,149886,837520,25185,261440,1495227,151515.0,180599,398
2013,Uri,7080.0,597,1804,10,727,3493,450.0,0,198
2013,Valais,211619.0,35436,50742,3790,12814,94127,8486.0,6224,680
2013,Vaud,341223.0,17912,69172,346,21144,188409,15748.0,28492,465
2013,Zoug,41380.0,485,13208,311,4662,20836,1543.0,334,355
2013,Zurich,646833.0,17772,176265,2334,86935,260811,29028.0,73689,459
2014,Appenzell Rh.-Ext.,19467.0,37,4648,15,1639,11869,1258.0,0,360
2014,Appenzell Rh.-Int.,5037.0,0,1416,91,827,2365,276.0,61,318
2014,Argovie,183682.0,10943,59290,416,15985,74524,9953.0,12571,285
2014,Berne,334299.0,18231,81041,1080,22802,188401,19294.0,3450,331
2014,Bâle-Campagne,90319.0,3427,21838,138,6235,49710,7574.0,1397,321
2014,Bâle-Ville  2),9719.0,163,3129,0,922,4664,839.0,2,443
2014,Espace Mittelland,628526.0,29809,175315,2988,39475,333166,32296.0,15478,344
2014,Fribourg,106114.0,5831,36639,349,6883,49954,4914.0,1544,350
2014,Genève,141298.0,2249,17817,27,9523,82276,5551.0,23855,296
2014,Glaris,10611.0,27,1474,16,772,7560,762.0,0,267
2014,Grisons,147158.0,2519,51209,435,10214,72516,5818.0,4447,751
2014,Jura,26065.0,1507,10249,153,1202,10980,918.0,1056,360
2014,Lucerne,85841.0,2272,28322,902,4370,46321,3592.0,61,452
2014,Neuchâtel,85474.0,1340,21230,16,4014,48937,3727.0,6210,482
2014,Nidwald,9283.0,351,3973,4,581,3951,423.0,0,221
2014,Obwald,10254.0,122,1844,83,2099,5684,417.0,5,278
2014,Région lémanique,700106.0,23739,132514,1824,43863,403917,31375.0,62876,447
2014,Saint-Gall,179918.0,2759,39382,107,20787,97251,12647.0,6985,363
2014,Schaffhouse,25432.0,319,9116,16,1284,13102,1596.0,0,320
2014,Schwytz,53536.0,5413,19432,196,5422,19567,3506.0,0,350
2014,Soleure,76575.0,2900,26156,1390,4574,34894,3444.0,3218,290
2014,Suisse centrale,207217.0,8860,67046,1225,17850,101547,10115.0,575,359
2014,Suisse du Nord-Ouest,283721.0,14534,84257,554,23143,128898,18366.0,13970,299
2014,Suisse orientale,466306.0,11673,134316,1091,42552,237573,27213.0,11888,407
2014,Tessin,190084.0,18450,44404,1703,10059,98644,7730.0,9095,547
2014,Thurgovie,78685.0,6012,27073,411,7029,32910,4856.0,395,298
2014,Total,3095930.0,123338,813981,12071,261193,1540981,155323.0,189047,386
2014,Uri,8077.0,322,2789,14,616,3915,421.0,0,224
2014,Valais,213824.0,12404,58266,1628,13711,112419,8983.0,6413,656
2014,Vaud,344985.0,9086,56430,169,20629,209222,16841.0,32608,453
2014,Zoug,40225.0,379,10685,26,4761,22109,1756.0,509,335
2014,Zurich,619970.0,16273,176130,2685,84252,237236,28228.0,75165,429
2015,Appenzell Rh.-Ext.,21215.0,4,5919,26,1579,12299,1388.0,0,389
2015,Appenzell Rh.-Int.,5910.0,0,1904,91,844,2659,350.0,61,369
2015,Argovie,172875.0,10158,47616,920,15377,75228,9922.0,13654,264
2015,Berne,329068.0,7462,92037,1834,21878,181193,21204.0,3459,323
2015,Bâle-Campagne,91607.0,589,25834,436,6119,50109,7029.0,1490,323
2015,Bâle-Ville  2),9902.0,37,3350,0,941,4775,797.0,2,412
2015,Espace Mittelland,610752.0,17527,173960,2186,40454,326456,37724.0,12446,332
2015,Fribourg,98893.0,3755,35635,168,6200,46199,5237.0,1699,322
2015,Genève,157568.0,2817,23300,859,13760,83044,9680.0,24108,325
2015,Glaris,12830.0,308,1588,24,970,8949,992.0,0,321
2015,Grisons,137293.0,1941,53406,478,8663,61326,6984.0,4496,698
2015,Jura,23578.0,1201,5776,64,1625,12366,1399.0,1146,324
2015,Lucerne,88073.0,574,29278,943,6728,44909,5576.0,65,221
2015,Neuchâtel,84141.0,3021,16942,66,5442,50004,5545.0,3122,472
2015,Nidwald,13013.0,0,3476,94,537,8019,856.0,31,307
2015,Obwald,11277.0,0,1341,58,1709,7267,898.0,5,304
2015,Région lémanique,754852.0,19785,187281,2647,46419,389497,44473.0,64750,474
2015,Saint-Gall,190292.0,4587,44495,1289,19643,101291,13373.0,5615,381
2015,Schaffhouse,25627.0,716,7382,50,1459,14176,1798.0,46,321
2015,Schwytz,55581.0,9952,17558,1771,5034,18251,3014.0,0,361
2015,Soleure,75073.0,2089,23569,53,5310,36693,4339.0,3020,282
2015,Suisse centrale,218969.0,10526,64607,4197,19314,106092,13768.0,465,277
2015,Suisse du Nord-Ouest,274384.0,10785,76801,1356,22436,130111,17749.0,15147,286
2015,Suisse orientale,475830.0,11917,143699,2781,40435,236268,29989.0,10740,413
2015,Tessin,141783.0,6849,30052,658,9507,77186,8749.0,8781,403
2015,Thurgovie,82663.0,4360,29006,823,7278,35568,5105.0,522,309
2015,Total,3102448.0,81901,849416,14944,274593,1507802,188072.0,185722,373
2015,Uri,7189.0,0,2177,92,761,3641,518.0,0,200
2015,Valais,220230.0,7904,64738,1382,12744,113545,12783.0,7134,656
2015,Vaud,377054.0,9064,99244,407,19915,192908,22009.0,33508,488
2015,Zoug,43837.0,0,10778,1240,4544,24003,2907.0,365,359
2015,Zurich,625878.0,4512,173015,1118,96027,242193,35620.0,73393,427
